conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username
1966878547630502183,Sun Sep 14 23:58:58 +0000 2025,0,@Dennysiregar7 ...sebuah kenyataan bahwa rakyat ini dibohongi oleh Mulyono yg halu jadi tukang insinyur,1967377566463082894,,Dennysiregar7,in,,0,0,0,https://x.com/undefined/status/1967377566463082894,1234720928,
1967093180375142848,Sun Sep 14 23:58:17 +0000 2025,0,@AntoniusCDN @LaiElfrid @Anak__Ogi @Ary_PrasKe2 @CakKhum @ch_chotimah2 @DS_yantie @kenhans03 @KPK_RI @prabowo @Gerindra @NgkongRoses Coba cari di rmh Mulyono..,1967377395285123527,,AntoniusCDN,in,,0,0,0,https://x.com/undefined/status/1967377395285123527,36009942,
1967262929046409511,Sun Sep 14 23:57:05 +0000 2025,0,@Opposisi6890 Hmmm tahe...TerMul jg ternyata...TerMul tolol... penjilat pant*t Mulyono...,1967377091739132189,,Opposisi6890,in,,0,0,0,https://x.com/undefined/status/1967377091739132189,1686669126344015877,
1967376654810120230,Sun Sep 14 23:55:21 +0000 2025,9,Padahal Cak Imin dukung Anies dan jadi cawapres Anies.. Kok bisa.aman?! Padahal Gus Yaqut dan pasukannya dukung Prabowo Gibran tapi memang dari jalur Mulyono.. Apakah ini pertanda sedang Bersih-Bersih kubu Mulyono?! https://t.co/ukTauzdGoR,1967376654810120230,https://pbs.twimg.com/media/G02Go92aQAAtVeJ.jpg,,in,,0,3,2,https://x.com/undefined/status/1967376654810120230,214159664,
1967375446561153509,Sun Sep 14 23:52:15 +0000 2025,0,kyk mereka kira trias politica beneran kebagi 3 bnrn per departemen . dan mulyono itu cm rakyat biasa kaya kita gaada power nya lagi ,1967375875068068244,,kayeedul,in,,0,0,0,https://x.com/undefined/status/1967375875068068244,1474082133681442828,
1967243066223509791,Sun Sep 14 23:50:39 +0000 2025,4,@WagimanDeep212_ Kek kloningan Mulyono diam2 mantau dari Oslo .,1967375474960760921,,WagimanDeep212_,in,,0,0,0,https://x.com/undefined/status/1967375474960760921,1547231490001743872,
1967375446561153509,Sun Sep 14 23:50:33 +0000 2025,0,ternyata di tiktok masih pada lugu dan ngira mulyono bukan dalang dari menteri gila ya ,1967375446561153509,,,in,,0,1,0,https://x.com/undefined/status/1967375446561153509,1474082133681442828,
1967145840461705741,Sun Sep 14 23:48:52 +0000 2025,0,@FeryMochFi27131 @orange_barbar @KangManto123 Secara resmi nama Joko Widodo tidak berubah menjadi Mulyono. Tapi dia lahir dengan nama Mulyono dan diganti saat kecil karena sering sakit. Sekarang Mulyono jadi meme lucu di medsos untuk sebutan dia pasca-presiden. ,1967375022944907319,,FeryMochFi27131,in,,0,0,0,https://x.com/undefined/status/1967375022944907319,1720665183188922368,
1967374430256115853,Sun Sep 14 23:46:30 +0000 2025,0,demi fufufafa anak mulyono,1967374430256115853,,,in,,0,0,0,https://x.com/undefined/status/1967374430256115853,1492489217272061953,
1967039204933988354,Sun Sep 14 23:45:35 +0000 2025,0,@alisyarief NU skrg dikendalikan mulyono,1967374197031886959,,alisyarief,in,,0,0,0,https://x.com/undefined/status/1967374197031886959,1619883072652189698,
1967163624448995684,Sun Sep 14 23:44:06 +0000 2025,0,@salam4jari Rusak negeri ini gara ² ulah satu orang saja MULYONO,1967373825550815375,,salam4jari,in,,0,0,0,https://x.com/undefined/status/1967373825550815375,915431081335074816,
1967262929046409511,Sun Sep 14 23:41:15 +0000 2025,0,@Opposisi6890 Admin kalah saing yaa. Awal mula mulyono cari simpati rakyat siapa yg ga kelenger...semua di brantas. Ide2nya bikin Indonesia semngat. Tp setelah di ujung jabatan eh malah ke blenger tuh mulyono,1967373108295418365,,Opposisi6890,in,,0,0,0,https://x.com/undefined/status/1967373108295418365,1328142546271232005,
1967372967824032120,Sun Sep 14 23:40:42 +0000 2025,0,#saverajaampat dari perampok genk mulyono,1967372967824032120,,,in,,0,0,0,https://x.com/undefined/status/1967372967824032120,587395139,
1967372936479998272,Sun Sep 14 23:40:34 +0000 2025,1,Keluarga Mulyono apa gak malu liatnya,1967372936479998272,,,in,,0,0,0,https://x.com/undefined/status/1967372936479998272,1397546059,
1967235090813169771,Sun Sep 14 23:38:11 +0000 2025,6,@BosPurwa Ayo Mas @prastow beri pencerahan terkait ini. Purbaya menguliti kebijakan SMI atau kebijakan Mulyono &amp; @prabowo ?,1967372337181077511,,BosPurwa,in,,0,2,0,https://x.com/undefined/status/1967372337181077511,3244905644,
1966715694067921174,Sun Sep 14 23:35:51 +0000 2025,0,@BudiBukanIntel Kenapa Ente baru kenceng KOAR2NYA Saat ini....???Waktu Mulyono berkuasa ENTE KEMANA Ferr....???? BANGKE....!!!!,1967371750049796585,,BudiBukanIntel,in,,0,0,0,https://x.com/undefined/status/1967371750049796585,1609071064541458434,
1967216567093272680,Sun Sep 14 23:34:57 +0000 2025,25,@NgkongRoses Model ngeles ala termul ini harus disikapi sama seperti kita menyikapi jungjungannya Mulyono. Apa yang diomongkan harus dibaca sebaliknya ,1967371520839418308,,NgkongRoses,in,,0,0,0,https://x.com/undefined/status/1967371520839418308,57588482,
1967145840461705741,Sun Sep 14 23:34:45 +0000 2025,0,@KangManto123 Masih ada yg percaya omongan si Mulyono ????,1967371472462360671,,KangManto123,in,,0,0,0,https://x.com/undefined/status/1967371472462360671,985094751954194433,
1966439309394768017,Sun Sep 14 23:33:59 +0000 2025,0,@believenalendra @kompascom @Jokowo Oh Iya bukan ngayal tapi si Joko mulyono itu Lg ngedebruss ngebual,1967371279172059263,,believenalendra,in,,0,0,0,https://x.com/undefined/status/1967371279172059263,1873772365785739264,
1967163624448995684,Sun Sep 14 23:26:43 +0000 2025,0,@salam4jari Masih ada sisa2 Mulyono jadinya semua peraturan diubah utk kepentingan Mulyono ,1967369450631684105,,salam4jari,in,,0,0,0,https://x.com/undefined/status/1967369450631684105,1828211474214580224,
1967368721523175507,Sun Sep 14 23:23:49 +0000 2025,3,Ya jaman segitu siapa yang ga ketipu ama mulyono cik,1967368721523175507,,,in,,0,0,0,https://x.com/undefined/status/1967368721523175507,408392806,
1967163624448995684,Sun Sep 14 23:20:38 +0000 2025,0,@salam4jari Efek 10 rezim mulyono Ga sesuai dg kehendak Maka aturan yg di rubah,1967367919375171601,,salam4jari,in,,0,0,0,https://x.com/undefined/status/1967367919375171601,706500903147143168,
1967366945071825340,Sun Sep 14 23:17:12 +0000 2025,0,Gegara gibran dimintain ijaza ini? JIR MULYONO STOP LU AJGGG,1967367053146509639,,safenightjake,in,,0,0,0,https://x.com/undefined/status/1967367053146509639,1710042899600011264,
1967366534697029838,Sun Sep 14 23:16:27 +0000 2025,3,@Gojekmilitan Yang sabar ya bang gomel maklumin ajalah ternaknya Mulyono tuh kadang logikanya nggak pernah dipakai nggak bisa ngebedain mana simulasi atau mana makan siang bergizi gratis cara nyata jadi dia nggak bisa membedakan mana ilusi mana kenyataan,1967366866596450778,,Gojekmilitan,in,,0,1,1,https://x.com/undefined/status/1967366866596450778,1890775757535993856,
1967227386921140265,Sun Sep 14 23:16:13 +0000 2025,0,@rasjawa Apa perlu rumah menterinya di geruduk massa juga biar sadar. Ini soalnya kentara banget udah terancam dengan Shell si Pertamina. Ah tapi kan modusnya begitu geng Mulyono ngk mau kalah y ubah aturan nya,1967366807561642396,,rasjawa,in,,0,0,0,https://x.com/undefined/status/1967366807561642396,434642446,
1966847576361283882,Sun Sep 14 23:15:31 +0000 2025,0,@geloraco Jelas ini KPU nya masih ada pengaruh geng oslo macem kita rakyat gak tau aja ulah mulyono. Atau bisa jadi dpt anceman suruh bikin aturan baru....,1967366631853875408,,geloraco,in,,0,0,0,https://x.com/undefined/status/1967366631853875408,721947387237765120,
1967199645735792884,Sun Sep 14 23:13:38 +0000 2025,1,@EkosMarcos69239 @Catatan_ali7 Bagi yang tertipu bagi yang nggak tertipu mulyono nggak ada baik nya.,1967366157893358038,,EkosMarcos69239,in,,0,0,0,https://x.com/undefined/status/1967366157893358038,885617400846065664,
1967187866049802415,Sun Sep 14 23:12:54 +0000 2025,0,@ch_chotimah2 @prabowo @Gerindra Seperti biasa arti narasi atau statement jaman mulyono selalu terbalik dgn kenyataan nantinya/paradoks jadi secepat diganti maka akan meningkat pamor President,1967365973679526074,,ch_chotimah2,in,,0,0,0,https://x.com/undefined/status/1967365973679526074,52103838,
1967225933968110065,Sun Sep 14 23:11:59 +0000 2025,0,@txtdrimedia @mohmahfudmd pak tolong jangan berbohong pak. Ketimbang nanti ucapan sampeyan susah kami percaya. Jangan seperti mulyono pak.,1967365741751267591,,txtdrimedia,in,,0,0,0,https://x.com/undefined/status/1967365741751267591,1331762862881083393,
1967187866049802415,Sun Sep 14 23:11:38 +0000 2025,0,@ch_chotimah2 @prabowo @Gerindra Prabowo bisa melwn mulyono DIA ADLH SANG PENYELAMT NEGERI INI,1967365654622970212,,ch_chotimah2,in,,0,0,0,https://x.com/undefined/status/1967365654622970212,2594825695,
1967365044171374656,Sun Sep 14 23:09:13 +0000 2025,0,Hari hari berucap curse word utk prabowo gibran dan mulyono serta jajaran pejabat lainnya ya Allah ini smw salah pejabat yg bikin onar ,1967365044171374656,,,in,,0,0,0,https://x.com/undefined/status/1967365044171374656,829970127093239810,
1967364822720520260,Sun Sep 14 23:08:20 +0000 2025,0,Mulyono gak mungkin terlibat.. dia orangnya lugu sederhana dan jujur kok... ,1967364822720520260,,,in,,0,0,0,https://x.com/undefined/status/1967364822720520260,2926512354,
1966681326179733956,Sun Sep 14 23:08:18 +0000 2025,0,@prawiraadityaa @Dee_Rose82 Iya km 50 contohnya petrus di era mulyono..,1967364816517124176,,prawiraadityaa,in,,0,0,0,https://x.com/undefined/status/1967364816517124176,1817021125748264960,
1967145840461705741,Sun Sep 14 23:04:54 +0000 2025,0,@KangManto123 Inget rumus kebalikan kalo Mulyono yang ngomong,1967363959981515088,,KangManto123,in,,0,0,0,https://x.com/undefined/status/1967363959981515088,1613682633036402689,
1967213990532243470,Sun Sep 14 23:02:40 +0000 2025,1,@87Wongedan @Resty_J_Cayah @jokowi @UGMYogyakarta Kata mulyono kacamatanya pecah dan gak mampu beli lagi.....wkkkkk,1967363396199989343,,87Wongedan,in,,0,1,0,https://x.com/undefined/status/1967363396199989343,1534191993315741696,
1967200189585965514,Sun Sep 14 23:02:13 +0000 2025,2,@DarsAlexandra1 berasa Pengen nampol palanya..sumpah.. Gedeg bgt lihatnya...Apalagi komuknya mulyono si anjing peking..,1967363284044230763,,DarsAlexandra1,in,,0,0,0,https://x.com/undefined/status/1967363284044230763,238507273,
1967060640243286411,Sun Sep 14 23:01:36 +0000 2025,0,@haryan_agu91128 @msaid_didu Banyak juga ternak Mulyono yang berkeliaran di sini. ,1967363129622589795,,haryan_agu91128,in,,0,0,0,https://x.com/undefined/status/1967363129622589795,2301251557,
1967060640243286411,Sun Sep 14 23:00:09 +0000 2025,0,@NanaRugianto46 @msaid_didu Haha. Ini satu lagi ternak Mulyono perusak bangsa dna negara.,1967362765175296332,,NanaRugianto46,in,,0,0,0,https://x.com/undefined/status/1967362765175296332,2301251557,
1967145840461705741,Sun Sep 14 23:00:06 +0000 2025,0,@KangManto123 Ngibul lagi mulyono,1967362753481638071,,KangManto123,in,,0,0,0,https://x.com/undefined/status/1967362753481638071,1534191993315741696,
1967134746934423881,Sun Sep 14 22:59:21 +0000 2025,0,@haikalbenz @geloraco Betul sekali omon2 itu orang di kabinet Mulyono aja dokem,1967362564742070325,,haikalbenz,in,,0,0,0,https://x.com/undefined/status/1967362564742070325,1603704597922877441,
1967150159793660414,Sun Sep 14 22:56:45 +0000 2025,1,@HerlinaDebora70 @gilang_ahm31272 @SayaSantai Ternak mulyono Tololl,1967361910145503488,,HerlinaDebora70,in,,0,0,0,https://x.com/undefined/status/1967361910145503488,1607944928424005634,
1967262929046409511,Sun Sep 14 22:56:18 +0000 2025,1,@Opposisi6890 Wajar itu dulu.. y jg mati2an bela &amp; mengidolakan Jokodok.. 8 th msh dijalur 2 th melenceng krn hasutan setan... y jijik &amp; malu kl mengingat itu wl skrg DR Cand kok bs ketipu sm Mulyono anjing.. satu klg yg sekolahnya g jelas anaknya yg setan jg sama2 pny ijasah palsu,1967361795582263758,,Opposisi6890,in,,0,0,0,https://x.com/undefined/status/1967361795582263758,1603599483417133056,
1967060640243286411,Sun Sep 14 22:54:29 +0000 2025,0,@rindupadang17 @msaid_didu Nah confirmed Anda ini ternak Mulyono.,1967361339770434023,,rindupadang17,in,,0,0,0,https://x.com/undefined/status/1967361339770434023,2301251557,
1967184028496470516,Sun Sep 14 22:54:17 +0000 2025,0,@PaltiHutabarat Tempeleng aja harusnya anak begundal mulyono ,1967361289929535843,,PaltiHutabarat,in,,0,0,0,https://x.com/undefined/status/1967361289929535843,827324098392924160,
1966807590072877555,Sun Sep 14 22:51:13 +0000 2025,0,@HannasRahmat @BattoAjax @ch_chotimah2 Memamng monyet mulyono resah akhirnya reseh wakkakakak,1967360517967856109,,HannasRahmat,in,,0,0,0,https://x.com/undefined/status/1967360517967856109,827324098392924160,
1967262929046409511,Sun Sep 14 22:48:30 +0000 2025,0,@SeramUnik @Opposisi6890 Nah itu bukti otentik klu loe tolol ketipu Mulyono ampe 2 kali keledai aja kagak masuk di lobang yg sama 2 x..,1967359833088430213,,SeramUnik,in,,0,1,0,https://x.com/undefined/status/1967359833088430213,357941672,
1967187866049802415,Sun Sep 14 22:46:39 +0000 2025,0,@ch_chotimah2 @prabowo @Gerindra Jika pak @prabowo pecat semua orang2 Mulyono rakyat akan semakin cinta kepada pak @prabowo,1967359368338588148,,ch_chotimah2,in,,0,0,0,https://x.com/undefined/status/1967359368338588148,1460611950862241792,
1967187866049802415,Sun Sep 14 22:46:39 +0000 2025,0,@ch_chotimah2 @prabowo @Gerindra Ini pemikiran yang terbolak balik justru semakin meningkat iya koq malah menurun jangan sampai kesalahan Mulyono menjungkirbalikkan tatanan terus dilestarikan harus segera diakhiri dan Termul nya harus dibabat habis gak bersisa ,1967359364899148105,,ch_chotimah2,in,,0,0,0,https://x.com/undefined/status/1967359364899148105,1820386074277130240,
1967238532826808617,Sun Sep 14 22:43:45 +0000 2025,0,@MRahayuna @OmJ_J3Nggott Kalo Kejahatannya mah gak halu lah. Nyata. Dan daya rusaknya smpe dia lengser masih nyata. Tpi klo utk ditangkap diproses n dihukum barulah HALU....wong Mulyono udh ngacak2 konstitusi n undang2 kok ,1967358635350380760,,MRahayuna,in,,0,0,0,https://x.com/undefined/status/1967358635350380760,1572431783798669312,
1966878547630502183,Sun Sep 14 22:42:34 +0000 2025,0,@Dennysiregar7 Gw sampe musuhan sama beberapa teman gara2 ngebelain si Mulyono pukimaknya itu...!!?? ,1967358338657906733,,Dennysiregar7,in,,0,0,0,https://x.com/undefined/status/1967358338657906733,994397137252204544,
1966613772572770393,Sun Sep 14 22:37:00 +0000 2025,1,@Nurulygkaukenal Mulyono Family di laporin ke KPK dan dilawan oleh semua kalangan masyarakat baik Sipil Purnawirawan TNI POLRI dan Akademisi Hidup Indonesia Bebas dari Korupsi,1967356939442295275,,Nurulygkaukenal,in,,0,0,0,https://x.com/undefined/status/1967356939442295275,886899169314488320,
1967136792018346203,Sun Sep 14 22:33:59 +0000 2025,1,@KangManto123 Si Salsa ini sepertinya antek Mulyono. Katanya pinter cerdas tapi gak bisa membedakan dan menilai Jokowi ini kerjanya bener sebagai presiden atau tidak. Mata hati dan pikirannya dibutakan oleh Kleniknya Jokowi. Kasihaaannn. https://t.co/HmxPAlwCzU,1967356177408565301,https://pbs.twimg.com/media/G010BJPaYAA3BkN.png,KangManto123,in,,0,0,0,https://x.com/undefined/status/1967356177408565301,1709419397021093888,
1967219340027285666,Sun Sep 14 22:32:46 +0000 2025,5,@ch_chotimah2 @prabowo @Gerindra Ingat genetikanya....mulyono dan termulnya itu pakai rumus sen kanan belok kiri iya kan iya kan iya kan ???,1967355871073378787,,ch_chotimah2,in,,0,0,1,https://x.com/undefined/status/1967355871073378787,1292844848634933248,
1967060640243286411,Sun Sep 14 22:32:16 +0000 2025,0,@msaid_didu Jadi kan Fufufafa seperti Wapres terdahulu yang sangat tidak dikasih peran dalam pemerintahan Mulyono.,1967355745453969853,,msaid_didu,in,,0,0,0,https://x.com/undefined/status/1967355745453969853,241085847,
1967018559667925136,Sun Sep 14 22:30:35 +0000 2025,0,@bukan4non @BosPurwa @SBYudhoyono @jokowi Ya benar harusnya ke kritis. Tp kl kita liat timelinenya Media saat itu lbh ke pembunuhan karakter. Lalu munculah boneka mulyono.,1967355325604069672,,bukan4non,in,,0,0,0,https://x.com/undefined/status/1967355325604069672,1210505846553079808,
1967354256916463919,Sun Sep 14 22:26:21 +0000 2025,2,lawong yg ngisi pertamina aja dulure mulyono bestie bestiene mulyono. kan goblok kabeh jelas maine monopoli. goblok jahat serakah,1967354256916463919,,,in,,0,0,0,https://x.com/undefined/status/1967354256916463919,1426925861601644544,
1966883244970045771,Sun Sep 14 22:24:18 +0000 2025,0,@HukumDan @Margono_eMGe Mulyono + Termul akan di babat ya ,1967353740354294066,,HukumDan,in,,0,0,0,https://x.com/undefined/status/1967353740354294066,1530489102180958208,
1967145840461705741,Sun Sep 14 22:24:12 +0000 2025,0,@KangManto123 Giliran mangkrak bilangnya keputusan rakyat dasar mulyono,1967353717977649525,,KangManto123,in,,0,0,0,https://x.com/undefined/status/1967353717977649525,999249610517299204,
1967145840461705741,Sun Sep 14 22:23:20 +0000 2025,1,@KangManto123 Aku sebagai rakyat gak pernah ngasih keputusan buat bangun IKN Mulyono mbokne AnCUK cangkame jaluk dipongor sandal ,1967353500272337156,,KangManto123,in,,0,0,0,https://x.com/undefined/status/1967353500272337156,1825561359901491200,
1967262929046409511,Sun Sep 14 22:21:50 +0000 2025,10,@Opposisi6890 EH KOPLAK!! PE'A GUA AJA UDAH KETIPU SAMA PENCITRAAN MULYONO 2014 DAN 2019 SAMPE BERANTEM DEBAT DI MEDSOS SAMA ORANG ORANG! SEKARANG APA? GUE NYESEL GUE PERNAH KEMAKAN SAMA PENCITRAAN GORONG GORONG DAN BLUSUKAN! CUIH!;THINK SMART!,1967353121291784662,,Opposisi6890,in,,0,3,0,https://x.com/undefined/status/1967353121291784662,1799905186938585088,
1967238514367775177,Sun Sep 14 22:12:11 +0000 2025,0,@ZulkifliLubis69 @KRMT_RoySuryo Debat sama hewan ternak mmg susah. Otaknya sdh migrasi ke pantat. Isinya ampas mulyono.,1967350694035521703,,ZulkifliLubis69,in,,0,0,0,https://x.com/undefined/status/1967350694035521703,1379414695224832006,
1967176899018604595,Sun Sep 14 22:00:07 +0000 2025,43,@akubukanako @Yang_MuliaPAP Cocok lo jadi keluarga mulyono,1967347655052595619,,akubukanako,in,,0,0,0,https://x.com/undefined/status/1967347655052595619,1005162224,
1967187001763102979,Sun Sep 14 21:53:57 +0000 2025,0,@tvOneNews Secara implisit Mulyono mengatakan polemik ini gak tuntas2 dan bertahan lama krn ada sosok kuat menurut saya sosok kuatnya ya dia sendiri dia kan Presiden saat awal bergulirnya polemik tsb. dan telah memakan korban Bambang Tri &amp; Gus Nur.,1967346102971355340,,tvOneNews,in,,0,0,0,https://x.com/undefined/status/1967346102971355340,1530489102180958208,
1966800667353510014,Sun Sep 14 21:52:24 +0000 2025,0,@kompascom Kejauhan ini ngimpinya si mulyono ,1967345713202999407,,kompascom,in,,0,0,0,https://x.com/undefined/status/1967345713202999407,1480225012455862278,
1967014565608374705,Sun Sep 14 21:52:00 +0000 2025,0,@xquitavee Geng Mulyono Mulai Kumat ,1967345612267090098,,xquitavee,in,,0,0,0,https://x.com/undefined/status/1967345612267090098,1683020817356181504,
1967343554495467840,Sun Sep 14 21:43:49 +0000 2025,0,Habis tektokan sama mulyono,1967343554495467840,,,in,,0,0,0,https://x.com/undefined/status/1967343554495467840,1334333166102831105,
1966852395847348501,Sun Sep 14 21:32:22 +0000 2025,0,@Boediantar4 Mendengar cerita Bambang Tri antara Jokowi Hari Mulyono n Dumatno pantesan mirip trnyata satu bapak beda emak..,1967340672371077562,,Boediantar4,in,,0,0,0,https://x.com/undefined/status/1967340672371077562,1517842101979217920,
1967337995742445615,Sun Sep 14 21:21:44 +0000 2025,1,Bener ini langkah Rizal Ramli waktu itu. Gaji prajurit &amp; guru sbelumnya itu amat sangat kecil. Zaman Mulyono 2 periode cm beberapa kali ada rekrutmen ASN. Gkada kenaikan gaji jg selama itu. Itu sulit buat ASN2 biasa kelas bawah yg gajinya kecil Sedangkan hrga kebutuhan trs naik.,1967337995742445615,,,in,,0,0,0,https://x.com/undefined/status/1967337995742445615,2888809230,
1967207630612594997,Sun Sep 14 21:19:22 +0000 2025,2,@Sandika_Noor Bener ini langkah Rizal Ramli waktu itu. Gaji prajurit guru sbelumnya itu amat sangat kecil. Zaman Mulyono 2 periode cm beberapa kali ada rekrutmen ASN. Gkada kenaikan jg selama itu terhitung cm satu kali selama periode nya. Itu sulit buat ASN ASN kelas bawah yg gajinya kecil,1967337402630115343,,Sandika_Noor,in,,0,1,0,https://x.com/undefined/status/1967337402630115343,2888809230,
1967336377072411010,Sun Sep 14 21:15:18 +0000 2025,0,Pertarunga maulyono vs dpr Mulyono ingin dpr bubar,1967336377072411010,,,in,,0,0,0,https://x.com/undefined/status/1967336377072411010,1594969791588016130,
1966687060137328938,Sun Sep 14 21:14:52 +0000 2025,0,@Dee_Rose82 semua mulyono yg muncul setelah dia jadi ex presiden sudah bukan mulyono yg asli,1967336268897153456,,Dee_Rose82,in,,0,0,0,https://x.com/undefined/status/1967336268897153456,1434745092019920896,
1966878547630502183,Sun Sep 14 21:12:10 +0000 2025,0,@SupriadiRocky @Dennysiregar7 Ya sama ama bang @Dennysiregar7 sy juga kecewa ama mulyono bukan masalah ga dibagi kursi ya ...,1967335587876335700,,SupriadiRocky,in,,0,0,0,https://x.com/undefined/status/1967335587876335700,74098795,
1967145840461705741,Sun Sep 14 21:09:27 +0000 2025,0,@KangManto123 Bukan proyek presiden tapi keinginan mulyono,1967334906146787648,,KangManto123,in,,0,0,0,https://x.com/undefined/status/1967334906146787648,940173895927177216,
1966474726693655041,Sun Sep 14 21:03:39 +0000 2025,0,@CNNIndonesia sungguh cerdas dan brilian sekali ide bapak ini...layak di pertahankan terus....jangan di reshufel ya BPK @prabowo ...karena dia jujur dan berkelas...tetapi harus di artikan secara terbalik seperti jaman pk Mulyono sen kanan belok kiri,1967333445622997132,,CNNIndonesia,in,,0,0,0,https://x.com/undefined/status/1967333445622997132,1718128088247324672,
1967216567093272680,Sun Sep 14 20:56:38 +0000 2025,0,@NgkongRoses Sebagai salah satu anjingnya Mulyono gue yakin jurus ngedabrusnya Budi Arie pasti sama... Guk guk guk...hahaha,1967331678839541885,,NgkongRoses,in,,0,0,0,https://x.com/undefined/status/1967331678839541885,1571414628579811330,
1967187866049802415,Sun Sep 14 20:50:55 +0000 2025,0,@ch_chotimah2 @prabowo @Gerindra Bohong itu cuma pengikut Mulyono yg berpikir begitu ketakutan Krn gak ada back king,1967330242261045506,,ch_chotimah2,in,,0,0,0,https://x.com/undefined/status/1967330242261045506,1796812787085447168,
1966722032730767580,Sun Sep 14 20:42:10 +0000 2025,0,@anakserapung @AirinDatangLagi Otak dia yg kena brain rot. Dia terlalu lama percaya kebohongan mulyono,1967328039509049356,,anakserapung,in,,0,0,0,https://x.com/undefined/status/1967328039509049356,1036237030634610690,
1967327524817674727,Sun Sep 14 20:40:07 +0000 2025,1,Bohongg budaya mulyono ni,1967327524817674727,,,in,,0,0,0,https://x.com/undefined/status/1967327524817674727,1138335162188554240,
1967322765217993210,Sun Sep 14 20:21:12 +0000 2025,0,1. Ngaku kolektif kok deact akun? 2. Noh RUU PA yg mau digolkan itu Mulyono smpai ngedukung tuh. Tau kan artinya klw ketika isu yg lu suarakan didukung Mulyono?,1967322765217993210,,,in,,0,0,0,https://x.com/undefined/status/1967322765217993210,705564946789060610,
1967321866407952518,Sun Sep 14 20:17:38 +0000 2025,0,worshipping Mulyono termasuk ga?,1967321866407952518,,,in,,0,0,0,https://x.com/undefined/status/1967321866407952518,1715774395178975233,
1967036288974156274,Sun Sep 14 20:10:13 +0000 2025,0,@D12khard @DokterTifa @Yurissa_Samosir Unsur-unsur kesengajaan dengan membikin KEPUTUSAN yg tak masuk di akal membuat publik marah hingga turun DEMO lagi adalah rencana para pecundang GENK SOLO /TERMUL dan MULYONO itu kemungkinan untuk menggoyangkan masa jabatan PRESIDEN agar WAPRESnya naik. Kebaca gerakan NEO PKI.,1967319998407622899,,D12khard,in,,0,0,0,https://x.com/undefined/status/1967319998407622899,1910530322695118848,
1967319995974930880,Sun Sep 14 20:10:12 +0000 2025,0,Ternak mulyono semua maling RAMPOK GARONG COPET DUWIT RAKYAT INDONESIA TERBESAR https://t.co/92Aax8Pw0N,1967319995974930880,https://pbs.twimg.com/ext_tw_video_thumb/1967319904895266816/pu/img/X0Tx5_nplScClkT7.jpg,,in,,0,0,0,https://x.com/undefined/status/1967319995974930880,1918068744070275073,
1967319366409814106,Sun Sep 14 20:07:42 +0000 2025,0,20 TAUN RAMPOK DUWIT RAKYAT INDONESIA GENG SOLO PKI_KOMUNIS_TULEN DINASTI KARBITAN PENYJAJAH NKRI NYATA MULYONO IJASAH PALSUH ‼️ https://t.co/VXhch8rZsI,1967319366409814106,https://pbs.twimg.com/media/G01SibVWkAAgd1N.jpg,,in,,0,0,0,https://x.com/undefined/status/1967319366409814106,1918068744070275073,
1966679648990851184,Sun Sep 14 20:05:01 +0000 2025,0,@taufik_q Kejahatan Mulyono makin parah. Semoga ada yg bisa menghentikannya,1967318688513810900,,taufik_q,in,,0,0,0,https://x.com/undefined/status/1967318688513810900,99473222,
1967317313444851789,Sun Sep 14 19:59:33 +0000 2025,0,Ternak mulyono suka memfitnah pak anis ..padahhal ..KOMPLOTAN malingnya ..geng solo komplotan ternak mulyono sndiri https://t.co/7bXuitBizW,1967317313444851789,https://pbs.twimg.com/ext_tw_video_thumb/1967317282759073792/pu/img/98ULjlPQ1KLFqLyd.jpg,,in,,0,0,0,https://x.com/undefined/status/1967317313444851789,1918068744070275073,
1967145840461705741,Sun Sep 14 19:53:14 +0000 2025,0,@KangManto123 Lempar batu sembunyi terus Mulyono,1967315723883368728,,KangManto123,in,,0,0,0,https://x.com/undefined/status/1967315723883368728,1804170705887711232,
1967098919604941025,Sun Sep 14 19:51:43 +0000 2025,0,@seruanhl @DS_yantie @KejaksaanRI @Urrangawak @Ary_PrasKe2 @AntoniusCDN @Anak__Ogi @BiLLRaY2019 @HumorJonTampan @denni_sauya @Marbot_Udien @NgkongRoses Ape kate gue ilmunya si mulyono itu sangat sakti sampai mata semua penegak hukum di negri ini pada buram alias buta,1967315342503653733,,seruanhl,in,,0,0,0,https://x.com/undefined/status/1967315342503653733,1740227034964721664,
1967213990532243470,Sun Sep 14 19:36:58 +0000 2025,8,@Resty_J_Cayah @jokowi @UGMYogyakarta Tapi sayang UGM tidak pernah menjelaskan identitas foto yg dimaksud. Rektor UGM juga tidak pernah menyebut dan menujuk identitas bhw pemilik ijazah itu adlh Joko Widodo presiden ke 7.. Bisa jadi ada nama joko Widodo lain tapi bukan presiden ke 7 alias Mulyono..,1967311631517630640,,Resty_J_Cayah,in,,0,1,2,https://x.com/undefined/status/1967311631517630640,1572781968030568452,
